sourceWord	targetWord	minSource	maxSource	minTarget	maxTarget
mentality	精神 	at any time in history, in any country you can think of, a child grows up borrowing from parents' values. there are some who would point out that the kind of mentality towards education that some women called "education mama" have, is actually emotionally scarring for the child.	at any time in history, in any country you can think of, a child grows up borrowing from parents' values. there are some who would point out that the kind of mentality towards education that some women called "education mama" have, is actually emotionally scarring for the child.	どこの国でも、何時の時代でも、子供は親の価値観を見習って育つものである。いわゆる「教育ママ」の教育に対する考え方が、子供を精神的にいびつに育ててしまっていると指摘する声もある。	どこの国でも、何時の時代でも、子供は親の価値観を見習って育つものである。いわゆる「教育ママ」の教育に対する考え方が、子供を精神的にいびつに育ててしまっていると指摘する声もある。
carpenter (de bâtiment)	大工（デ・バチ） 	
contempt	軽蔑 	i have a fine contempt for him.	my latin teacher used to look down sternly on me over the rim of her glasses, but now i know it only had to do with the fact that she was wearing reading glasses and that she will have found it a nuisance taking them off all the time, so what looked like contempt towards us students might well and truly have been kindness.	私は彼をひどく軽蔑している。	かつて私のラテン語教師は、メガネの縁からいかめしく私を見下していた。でも今は、それはただ、彼女が読書用のメガネをかけていたので、それをしょっちゅう外す事をやっかいに思ったのだと分かる。つまり、私たち生徒に向けてまるで蔑んでいるように見えていたものは、どうやら実際は優しさだったのである。
contemptuous	軽蔑 	she is contemptuous of your ambition.	he is contemptuous of his boss's narrow mind.	彼女は君の野心を軽蔑しているぜ。	芸術家は時には評論を軽蔑することがある。
look down on	見下ろす 	don't look down on others.	some people are apt to think of their own way of life as the normal one and to look down on life-styles that differ from it.	他人を見下したりするな。	人々の中には自分達の生活のしかたを正常なものと考え、異なる生き方を見下しがちな人がいる。
mercenary	傭兵 	
wednesday	水曜日 	next wednesday will be fine.	every week i study piano on monday and tuesday, and dancing on wednesday and friday.	今度の水曜日ならいいですよ。	あなたからご都合が悪いというお知らせがなければ水曜の夕方に参ります。
credit	クレジット 	cash or credit card?	while long-term credit banks are authorized by law to issue bonds to raise fund, they are not allowed to take deposits the way ordinary banks are.	彼女はクラスの名誉だ。	長期信用銀行は資金を調達するために債券発行することが法によって認可されるが、彼らは普通銀行がのような方法で預金を取ることができない。
deserve	に値する 	you deserve it.	a son who could not learn to paddle his own canoe does not deserve to inherit his father's fortune.	君の身から出た錆だ。	大衆によって重んじられている人が必ずしもそれを受けるに足る人とは言えない。
wonderful	素晴らしい 	what a wonderful idea!	his boosterism makes it sound wonderful but i wonder if he understands how hard it's going to be to actually carry out.	素敵な考えね。	東京はまったくすばらしかったが、日本人が示してくれた歓迎ぶりもまたそれに劣らずすばらしかった。
message	メッセージ 	you have a message here.	it's the answer spoken by young and old, rich and poor, democrat and republican, black, white, hispanic, asian, native american, gay, straight, disabled and not disabled. americans who sent a message to the world that we have never been just a collection of individuals or a collection of red states and blue states. we are, and always will be, the united states of america.	伝言が届いております。	老いも若きも、金持ちも貧乏人も、そろって答えました。民主党員も共和党員も、黒人も白人も、ヒスパニックもアジア人もアメリカ先住民も、ゲイもストレートも、障害者も障害のない人たちも。アメリカ人はみんなして、答えを出しました。アメリカは今夜、世界中にメッセージを発したのです。私たちはただ単に個人がバラバラに集まっている国だったこともなければ、単なる赤い州と青い州の寄せ集めだったこともないと。私たちは今も、そしてこれから先もずっと、すべての州が一致団結したアメリカ合衆国（united states of america)なのです。
