English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Kitten	Kitten	Tom likes kittens.	Young kittens knead their mother's belly to stimulate her to produce milk, so when grown cats knead on you, it means they're happy and comfortable with you – just like you're their mama.	Tom gosta de gatinhos.	Gatinhos filhotes amassam a barriga da mãe para estimulá-la a produzir leite, então, quando os gatos adultos amassam você, isso significa que eles estão felizes e à vontade com você - como se você fosse a mamãe deles.
Knee	knee	My knee hurts.	Nine-month-old David drops to his knees, crawls toward a bottle of milk on the counter and begins to whimper.	Meu joelho está doendo.	David, de nove meses, ajoelha-se, rasteja em direção a um biberão com leite no balcão e começa a choramingar.
Kneecap	Kneecap				
Knife	knife	I need a knife.	A man was crouching at the window. I could see little of him, for he was gone like a flash. He was wrapped in some sort of cloak which came across the lower part of his face. One thing only I am sure of, and that is that he had some weapon in his hand. It looked to me like a long knife. I distinctly saw the gleam of it as he turned to run.	Preciso de uma faca.	Um homem estava agachado à janela. Consegui ver pouco dele, pois desapareceu como um relâmpago. Estava envolto numa espécie de manto que atravessava a parte inferior do seu rosto. Só tenho a certeza de uma coisa, que é que ele tinha alguma arma na mão. Pareceu-me uma faca comprida. Vi claramente o seu brilho quando ele se virou para escapar.
Knife	knife	I need a knife.	A man was crouching at the window. I could see little of him, for he was gone like a flash. He was wrapped in some sort of cloak which came across the lower part of his face. One thing only I am sure of, and that is that he had some weapon in his hand. It looked to me like a long knife. I distinctly saw the gleam of it as he turned to run.	Preciso de uma faca.	Um homem estava agachado à janela. Consegui ver pouco dele, pois desapareceu como um relâmpago. Estava envolto numa espécie de manto que atravessava a parte inferior do seu rosto. Só tenho a certeza de uma coisa, que é que ele tinha alguma arma na mão. Pareceu-me uma faca comprida. Vi claramente o seu brilho quando ele se virou para escapar.
Knight	Knight	How does the knight move?	"How did you like that, dear friend, said Tom with a smile, ""this checkmate that I gave you with my queen?"" - Mary was shocked at first. Would she have missed something? But she soon smiled too and replied, ""Well, what would you think if I captured your queen with my knight?"" And having moved the knight, she removed the queen from the board."	Como se movimenta o cavalo?	“Que achou disso, querida amiga”, disse Tom com um sorriso, “deste xeque-mate que te dei com minha dama?” - Maria ficou chocada a princípio. Teria deixado de ver alguma coisa? Mas logo sorriu também e respondeu: “Bem, o que você pensaria se eu capturasse sua dama com meu cavalo?” E tendo movido o cavalo retirou a dama do tabuleiro.
Know	know	I know.	So we part, I to my country and you to remain. We are – if a man of forty can claim that privilege – fellow members of the world's largest younger generation. Each of us have our own work to do. I know at times you must feel very alone with your problems and difficulties. But I want to say how impressed I am with what you stand for and the effort you are making; and I say this not just for myself, but for men and women everywhere. And I hope you will often take heart from the knowledge that you are joined with fellow young people in every land, they struggling with their problems and you with yours, but all joined in a common purpose; that, like the young people of my own country and of every country I have visited, you are all in many ways more closely united to the brothers of your time than to the older generations of any of these nations; and that you are determined to build a better future.	Eu sei.	Por isso, separamo-nos, eu para o meu país e vocês para ficarem. Somos— se um homem de quarenta anos pode reivindicar esse privilégio — colegas da maior geração mais jovem do mundo. Cada um de nós tem o seu próprio trabalho a fazer. Sei que, por vezes, devem sentir-se muito sós com os vossos problemas e dificuldades. Mas quero dizer o quanto estou impressionado com aquilo que defendem e com o esforço que estão a fazer; e digo isto não só por mim, mas por homens e mulheres de toda a parte. E espero que, muitas vezes, se sintam encorajados por saberem que se juntam aos vossos companheiros jovens de todas as terras, que lutam com os seus problemas e vocês com os vossos, mas que todos se juntaram com um objectivo comum; que, tal como os jovens do meu próprio país e de todos os países que visitei, estão todos, em muitos aspectos, mais unidos aos irmãos do vosso tempo do que às gerações mais velhas de qualquer destas nações; e que estão determinados a construir um futuro melhor.
Koala	Koala	Have you ever seen a koala?	Scientists are beginning to assess the toll on wildlife, particularly endangered koala populations.	Você já viu um coala?	Os cientistas estão a começar a avaliar o impacto na vida selvagem, particularmente nas populações ameaçadas de coalas.
Koran	koran				
Ladder	ladder	I need a ladder.	It was charming to see how these girls danced. They had no spectators but the apple-pickers on the ladders. They were very glad to please them, but they danced to please themselves (or at least you would have supposed so); and you could no more help admiring, than they could help dancing. How they did dance!	Eu preciso de uma escada.	Era encantador ver aquelas moças dançando. Ninguém as observava, salvo as colhedoras de maçã trepadas nas escadas. Estavam contentes em agradar às espectadoras, mas dançavam pelo simples prazer de dançar (ou, pelo menos, era o que se poderia supor); e nem era possível deixar de admirá-las, nem elas poderiam deixar de dançar. Como dançavam!
Ladle	ladle	Tom had a ladle in his right hand.	The chef conducted his kitchen with a soup ladle, producing a beautiful symphony of gastronomic indulgences.	Tom tinha uma concha na mão direita.	O chefe conduzia a sua cozinha com uma concha de sopa, produzindo uma bela sinfonia de indulgências gastronómicas.
Lagoon	lagoon	The lagoon's water is cold.	The lagoon's water is cold.	A água da lagoa está fria.	A água da lagoa está fria.
Lake	lake	The lake is big.	David Hymas, a Ph.D. candidate at the University of Maryland, said that in most cases in a heat exchanger, the heat is transferred by forcing air over pipes or tubes with circulating water, which is often pumped from a nearby river or lake.	O lago é grande.	David Hymas, doutorando da Universidade de Maryland, disse que na maioria dos casos num permutador de calor, o calor é transferido forçando a passagem de ar sobre canos ou tubos com água em circulação, que é frequentemente bombeada de um rio ou lago próximo.
Lamb	Lamb	Do you like lamb meat?	All nature joined in rejoicing at the springtide, and Daphnis and Chloe, young and susceptible as they were, imitated whatever they saw or heard. Hearing the carols of the birds, they sang; at sight of the playful skipping of the lambs they danced; and in imitation of the bees they gathered flowers, some of which they placed in their bosoms, whilst with others they wove chaplets which they carried as offerings to the Nymphs.	Você gosta de carne de carneiro?	Toda a natureza aderiu à celebração da primavera, e o Dáfnis e a Cloé, jovens e influenciáveis como eles eram, imitavam tudo o que viam e ouviam. Ao ouvirem as árias dos pássaros, eles cantavam; ao avistarem os pulinhos brincalhões dos cordeiros, eles dançavam; e, imitando as abelhas, eles colhiam flores, algumas das quais eles colocavam no peito, ao passo que com outras eles entrançavam coroas que eles levavam como oferendas às Ninfas.
Lame	lame	It's totally lame.	He had gone barely half a mile when he met a lame Fox and a blind Cat, walking together like two good friends. The lame Fox leaned on the Cat, and the blind Cat let the Fox lead him along.	É totalmente idiota.	Ele mal havia andado meia milha quando encontrou uma Raposa manca e um Gato cego caminhando juntos como dois bons amigos. A Raposa manca se apoiava no Gato, e o Gato cego deixava a Raposa guiá-lo.
Land	land	C-47 has landed.	And tonight, I think about all that she's seen throughout her century in America — the heartache and the hope; the struggle and the progress; the times we were told that we can't, and the people who pressed on with that American creed: Yes we can. At a time when women's voices were silenced and their hopes dismissed, she lived to see them stand up and speak out and reach out for the ballot. Yes we can. When there was despair in the dust bowl and depression across the land, she saw a nation conquer fear itself with a New Deal, new jobs, a new sense of common purpose. Yes we can. When the bombs fell on our harbor and tyranny threatened the world, she was there to witness a generation rise to greatness and a democracy was saved. Yes we can. She was there for the buses in Montgomery, the hoses in Birmingham, a bridge in Selma, and a preacher from Atlanta who told a people that we shall overcome. Yes we can. A man touched down on the moon, a wall came down in Berlin, a world was connected by our own science and imagination.	O C-47 aterrissou.	E esta noite, eu penso em tudo o que ela viu ao longo do seu século na América — o sofrimento e a esperança; a luta e o progresso; as vezes em que nos disseram que não podemos e as pessoas que persistiram nesse credo americano: podemos, sim. Numa altura em que as vozes das mulheres eram silenciadas e as suas esperanças descartadas, ela viveu para as ver erguerem-se e manifestarem-se e estenderem a mão para as urnas. Podemos, sim. Quando havia desespero na tigela de poeira e depressão por toda a terra, ela viu uma nação conquistar o próprio medo com um Novo Acordo, novos empregos, um novo sentido de propósito comum. Podemos, sim. Quando as bombas caíram sobre o nosso porto e a tirania ameaçou o mundo, ela estava lá para testemunhar a ascensão de uma geração à grandeza e uma democracia foi salva. Podemos, sim. Ela estava lá para os autocarros em Montgomery, as mangueiras em Birmingham, uma ponte em Selma e um pregador de Atlanta que disse a um povo que nós haveríamos de superar. Podemos, sim. Um homem aterrou na lua, um muro caiu em Berlim, um mundo estava ligado pela nossa própria ciência e imaginação.
