English Word	Portuguese Translation	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
team	equipe	All combat teams!	In addition, jet bombers capable of carrying nuclear weapons are being uncrated and assembled in Cuba and necessary air bases are being prepared to halt this offensive build-up, a strict quarantine on all military equipment and its shipment to Cuba is being initiated.	Todos com a equipe de combate!	além disso, em Cuba estão se desembalando e montando bombardeiros de retropropulsâo com a capacidade de portar armas nucleares. Ao mesmo tempo, Preparam-se as bases aéreas necessárias com o objetivo de deter esta preparação ofensiva, inicia-se uma estrita quarentena sobre toda a equipe militar que se dirija para Cuba.
teapot	bule	Put the pot on, will you?	Go get Mother the silver teapot that Uncle Jake gave us.	Põe o bule na mesa, está bem anjo?	Vá buscar o bule de chá de prata que tio Jake nos deu.
tear	rasgar	I absolutely must destroy it...	Now, you be thankful that I've chosen not to rip out your worthless heart.	Tenho que a rasgar...	Agora agradece o facto de eu não lhe rasgar o seu misero coração...
tear	rasgar	I absolutely must destroy it...	Now, you be thankful that I've chosen not to rip out your worthless heart.	Tenho que a rasgar...	Agora agradece o facto de eu não lhe rasgar o seu misero coração...
teaspoon	colher de chá				
teat	teta				
technological	tecnológica	It's a brilliant technological achievement, General.	It's a brilliant technological achievement, General.	É uma brilhante conquista tecnológica.	É uma brilhante conquista tecnológica.
technology	tecnologia	God isn't interested in technology.	My father King Draco would like to present to you his own flagship Draconia, filled with all the latest technology, as a gift to symbolise a glorious new era of commerce and peace.	Deus não está interessado em tecnologia.	O meu pai, o Rei Draco gostaria de vos apresentar a sua nave capitania Draconia repleta da última tecnologia. Simboliza uma nova era gloriosa... de comércio e de paz.
Teenager	Adolescente				
tooth	dente	And that, bear tooth.	Well, if Dr. Vogel didn't miss it six months ago when I had my wisdom tooth out, he's not gonna miss it now.	É um dente de urso.	O Dr. Vogel não lhe deu pela falta quando me tirou o dente do siso.
telepathy	telepatia				
telescope	telescópio	A good serviceable telescope.	"""Seeing"" is the astronomer's term for a steady atmosphere through which the shimmering of an astronomical image in the telescope is minimized."	Um bom telescópio.	Visibilidade é um termo usado pelos astrónomos para indicar uma atmosfera estável, na qual seja mínimo o tremeluzir da imagem astronômica, no telescópio.
temperature	temperatura	Readings?	Our bourgeois and fascists are trying to bring the Chilean class struggle... to a higher temperature than has ever been reached before.	Frequência cardíaca, respiração e temperatura normais.	Acho até que os nossos burgueses e fascistas estão a colocar a luta de classes na pior temperatura que jamais esperei:
Temple	têmpora				
Tempo	Tempo	Dues time.	Whatever happens in the Dreamtime... establishes the values, symbols and laws of Aboriginal society.	Tempo de pagar.	O que passa nesse Tempo instaura os valores, os símbolos e as leis da sociedade aborígine.
temporary	temporário	It's all temporary.	And what they would do, if someone had been hastily buried, they would disinter him, or if he was just lying there, they'd pick him up and slide them into the mattress covers, pile them up into the trucks and take them off to a temporary cemetery somewhere.	Isto é temporário.	Se alguém estivesse mal sepultado, eles desenterravam-no, ou se vissem corpos caídos, apanhavam-nos, colocavam-nos em lençóis e empilhavam-nos em camiões, levando-os para um cemitério temporário.
temporary	temporário	It's all temporary.	And what they would do, if someone had been hastily buried, they would disinter him, or if he was just lying there, they'd pick him up and slide them into the mattress covers, pile them up into the trucks and take them off to a temporary cemetery somewhere.	Isto é temporário.	Se alguém estivesse mal sepultado, eles desenterravam-no, ou se vissem corpos caídos, apanhavam-nos, colocavam-nos em lençóis e empilhavam-nos em camiões, levando-os para um cemitério temporário.
temptation	tentação	Hindus celebrate the new season.	It's extremely important that we don't allow ourselves to become blinded to the needs of our government no matter how strong the temptation.	Os ritos, imutáveis e alegres, simbólicos da tentação do homem, eram a celebração dos Hindus da nova estação.	É muito importante que não deixemos... de olhar para as necessidades do nosso governo, por maior que seja a tentação.
ten	dez	Name 10.	Since this corner druggist at my elbow tells me that I shall be confined to this moldy mortuary for at least another 10 days due entirely to your stupidity and negligence I shall have to carry on my activities as best I can.	Diz-me dez.	Uma vez que este médico de aldeia, aqui ao meu lado, me diz que ficarei confinado a este mortuário húmido durante, pelo menos, mais dez dias, apenas por causa da vossa estupidez e negligência, terei de levar a cabo as minhas actividades, o melhor possível.
tenacious	persistente	Acebos, he's insistent.	"""He persistently and cruelly ignored my personal wishes and my rights,... .. and resorted on several occasions to physical violence against me. """	O Acebos é persistente.	"""Ele ignorava persistente e cruelmente os meus direitos e desejos pessoais e recorreu à violência física contra mim em diversas ocasiões."""
Tenant	Inquilino				
tender	macio	Softness?	I was lying on the floor, which was as soft as a thick carpet.	É muito macio.	Estava deitado no chão, que era macio como um tapete.
tenderness	ternura	Have a heart.	"""The love that you give will be returned and manifested in itself ""to give back the warmth and the care and the affection, ""as well as the hugs and the loves of those who have loved."	Falta-te ternura.	O teu amor será retribuído e manifestar-se-á através de carinho, ternura e afeição, e também de abraços e beijos daqueles que amaram.
tendinitis	tendinite				
Tendon	Tendão				
tennis	tênis	-Don't say the third was a tennis player.	Got a nice tan playing tennis with all your rich friends.	Não diga que o terceiro foi um jogador de tênis.	Te pegou o sol jogando ao tênis com os ricos.
tent	barraca	Choose your barracks.	That night, he went to the hut and killed the sentry and stole the map that he's just shown you.	Escolha sua barraca.	Essa noite, foi à barraca e matou o sentinela e roubou o mapa que acabamos de mostrar a vocês.
tentacle	tentáculo				
tenth	décimo	You locked them out!	Yesterday he lapped only a tenth slower than Scott Stoddard number one driver in the BRM team.	O décimo nono andar está completamente vazio.	Ontem, ele foi somente um décimo mais lento que Scott Stoddard... o piloto número um da equipe BRM.
Terminus	terminal	The terminal.	Once again the main jetty at Orly, in the middle of this warm pre-war Sunday afternoon where he could now stay, he thought in a confused way, that the child he had been, was due to be there too, watching the planes.	O terminal.	De novo no terminal principal de Orly nesta calorosa tarde pré-bélica de domingo, onde não devia estar deu-se conta, algo confundido de que o miúdo que ele tinha sido estaria também ali a observar os aviões.
termitary	termitario				
Termite	Cupim				
terrace	terraço	We'll have dinner on my terrace.	So one of the snipers was Daslow. up on the terrace... and the other one here, on the 2nd floor.	Jantaremos em meu terraço.	Um dos atiradores era Daslow, que ficou no terraço e o outro ficou aqui, no segundo andar.
terrible	Terrível	-Terrible.	Terrible...	Terrível.	Terrível
terrier	terrier				
terrorism	terrorismo	Yes, it is.	Yes, it is.	Sim, é terrorismo.	Sim, é terrorismo.
terrorist	terrorista	Let life in a terrorist?	Yes, it would interest me very much. You're gonna make everyone in New York City close their eyes and count to a hundred, right?	Devemos capturar algum terrorista vivo?	A bolsa de valores da cidade caiu, e 450 pontos em negócios envolvendo empresas ferroviárias, enquanto a bolsa reage ao ataque terrorista no metro da cidade de Nova Iorque.
test	teste	Then test it.	First, Chairman Khrushchev Prime Minister Macmillan and I have agreed that high-level discussions will shortly begin in Moscow looking towards early agreement on a comprehensive test-ban treaty.	Então faz um teste.	O presidente Khrushchev O primeiro-ministro Macmillan e eu concordámos que as discussões de alto nível em breve começarão em Moscovo olho para um acordo prévio como um teste abrangente no tratado de contenção.
testicle	testículo				
testimony	testemunho	I need your evidence first, Nick	Having heard the evidence against you and having heard your own defense the sentence of this court is you shall suffer death by hanging onboard such of His Majesty's ships of war and at such time as the commissioners for executing the office of lord high admiral of Great Britain and Ireland shall direct.	Preciso do teu testemunho.	Tendo ouvido o testemunho contra si e a sua própria defesa condenamo-Io a sofrer a morte por enforcamento a bordo de um dos navios de guerra e na altura que os comissários do gabinete do Almirante da Grä-Bretanha e Irlanda assinalarem.
testosterone	testosterona				
tetanus	tétano				
teton	teton				
text	texto	I do know my lines.	Well, uh, well, I don't know but, I mean, you promised us that you would stick to the spirit of the original text.	Nem por isso, eu sei o meu texto.	Prometeram-nos que se manteriam fiéis ao texto original. INVISTA EM MALDEN
