English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Neighborhood	neighborhood				
Neighbourhood	neighbourhood				
Nephew	nephew	Tom's my nephew.	My nephew is twelve.	Tom é meu sobrinho.	Meu sobrinho tem doze anos.
Nerves	nerve	Tom hit a raw nerve.	Tom hit a raw nerve.	Tom atingiu um ponto nevrálgico.	Tom atingiu um ponto nevrálgico.
Nervous	nervous	I'm nervous.	I'm feeling nervous.	Estou nervoso.	Estou me sentindo nervoso.
Nervousness	nervousness				
Nest	nest	Birds build nests.	Birds build nests.	Os pássaros constroem ninhos.	Os pássaros constroem ninhos.
Net	net	He fixed the net.	He fixed the net.	Ele consertou a rede.	Ele consertou a rede.
Nettle	nettle				
Network	network				
Neuron	Neuron	Neurons are cells.	Neurons are cells.	Os neurônios são células.	Os neurônios são células.
Never	never	Never.	Tom never lost hope.	Nunca.	O Tom jamais perdeu a esperança.
New	new	It's new.	Tom has a new crush.	É novo.	Tom está de paquera nova.
News	news	I have news.	That's news to them.	Tenho novidades.	Isso é novidade para eles.
Newspaper	newspaper	This is a newspaper.	This is a newspaper.	Isso é um jornal.	Isto é um jornal.
Next	next	Next!	Park next to my car.	Próximo!	Estacionem ao lado do meu carro.
Next	next	Next!	Park next to my car.	Próximo!	Estacionem ao lado do meu carro.
Nice	nice	Be nice.	He has a nice voice.	Seja legal.	Ele tem boa voz.
Nickname	nickname	My nickname is Tom.	You have a nickname?	O meu apelido é Tom.	Você tem apelido?
Niece	niece	Mary's my niece.	My niece is a nurse.	Mary é minha sobrinha.	A minha sobrinha é enfermeira.
Nigeria	Nigeria				
Night	night	Good night!	Tom works all night.	Boa noite!	Tom trabalha a noite inteira.
Nightclub	nightclub				
Nightclub	nightclub				
Nights	night	Good night!	Tom works all night.	Boa noite!	Tom trabalha a noite inteira.
Nimble	nimble				
Nine	nine	It's nine-thirty.	He has nine fingers.	São nove e meia.	Ele tem nove dedos.
Nineteen	nineteen				
Ninety	ninety				
Ninth	ninth				
Nitrates	nitrate				
Nits	nit				
No	no	No!	He makes no mistake.	Não!	Ele não erra.
Nobility	nobility				
Noblemen	nobleman				
Noise	noise	I heard a noise.	Tom heard the noise.	Eu ouvi um barulho.	Tom ouviu o barulho.
Noisy	noisy	Tom is too noisy.	The engine is noisy.	Tom é muito escandaloso.	O motor é barulhento.
Nomad	Nomad				
North	north	Where's the North?	We headed due north.	Para onde fica o norte?	Nós rumamos direto para o norte.
Northern	northern				
Nose	nose	His nose bled.	I have a runny nose.	O seu nariz sangrava.	O meu nariz está escorrendo.
Nostalgia	nostalgia				
Nostalgic	nostalgic				
Notary	notary				
Note	note	Tom took notes.	She left me a note.	Tom fez anotações.	Ela me deixou um bilhete.
Note-book	note	Tom took notes.	She left me a note.	Tom fez anotações.	Ela me deixou um bilhete.
Nothing	nothing	Nothing.	It is nothing to me.	Nada.	Isso não é para mim.
Novel	novel	I like her novel.	I'm writing a novel.	Eu gosto do romance dela.	Estou escrevendo um romance.
Now	now	Go now.	Come here right now.	Vá agora.	Vem aqui agora!
Now	now	Go now.	Come here right now.	Vá agora.	Vem aqui agora!
Nowhere	nowhere	Nowhere is safe.	I'm getting nowhere.	Nenhum lugar é seguro.	Não estou chegando a conclusão nenhuma.
Nuisance	nuisance				
Number	number	Pick a number.	Here's Tom's number.	Escolha um número.	Aqui está o número de Tom.
Nurse	Nurse	I'm a nurse.	Tom married a nurse.	Sou enfermeira.	Tom se casou com uma enfermeira.
Nurse	Nurse	I'm a nurse.	Tom married a nurse.	Sou enfermeira.	Tom se casou com uma enfermeira.
Nursery	nursery				
Nutcracker	Nutcracker				
Nuts	nut	May contain nuts.	Squirrels like nuts.	Pode conter nozes.	Os esquilos gostam de nozes.
Oat	oat				
Obedient	obedient	My dog is obedient.	My dog is obedient.	O meu cão é obediente.	O meu cão é obediente.
Obese	obese	I'm obese.	I'm not obese.	Estou obeso.	Não estou obeso.
Obesity	obesity				
Object	object	I objected to that.	I objected to that.	Eu opus-me a isso.	Eu opus-me a isso.
Objective	objective	Be objective.	Tom is objective.	Seja objetivo.	Tom é objetivo.
Observation	observation				
Observatory	observatory				
Obsessed	obsess	They're obsessed.	They're obsessed.	Eles estavam obcecados.	Eles estavam obcecados.
Obsession	obsession				
Obsolete	obsolete	It's obsolete.	It's obsolete.	Está obsoleto.	Isso está obsoleto.
Obstacle	obstacle				
Obvious	obvious	Isn't it obvious?	Was it that obvious?	Isso não é óbvio?	Foi tão óbvio assim?
Obvious	obvious	Isn't it obvious?	Was it that obvious?	Isso não é óbvio?	Foi tão óbvio assim?
Obviously	obviously	Obviously.	It's obviously fake.	Evidentemente.	É evidentemente falso.
Obviously	obviously	Obviously.	It's obviously fake.	Evidentemente.	É evidentemente falso.
Obviously	obviously	Obviously.	It's obviously fake.	Evidentemente.	É evidentemente falso.
Occasionally	occasionally				
Occupation	occupation				
Occupied	occupy	It's occupied.	Tom is occupied.	Está ocupado.	Tom está ocupado.
Occur	occur	How did that occur?	Why did this occur?	Como isso aconteceu?	Por que isso aconteceu?
Ocean	ocean	I love the ocean.	Tom likes the ocean.	Eu adoro o oceano.	Tom gosta do oceano.
Octopus	Octopus				
Octopus	Octopus				
Odourless	odourless				
Oedema	oedema				
Off-the-cuff	off	Back off.	Do you live far off?	Recue.	Você mora longe?
Offender	offender				
Offensive	offensive	This is offensive.	This is offensive.	Isso é ofensivo.	É ofensivo.
Offering	offering				
Office	office	I'm in my office.	I work in an office.	Eu estou no meu escritório.	Eu trabalho em um escritório.
Official	official				
Officially	officially				
Offset	offset				
Often	often	I often err.	It often snows here.	Erro com frequência.	Aqui neva muito.
Oil	oil	Where's the oil?	Tom checked the oil.	Cadê o óleo?	Tom checou o óleo.
Oil	oil	Where's the oil?	Tom checked the oil.	Cadê o óleo?	Tom checou o óleo.
Oil	oil	Where's the oil?	Tom checked the oil.	Cadê o óleo?	Tom checou o óleo.
Old	old	I'm old.	Abrams was very old.	Eu sou velho.	Abrams era muito velho.
Old	old	I'm old.	Abrams was very old.	Eu sou velho.	Abrams era muito velho.
Olympic	olympic				
Omnivorous	omnivorous				
On	on	Go on.	That depends on her.	Vá!	Isso depende dela.
One	one	Want one?	No one doubted that.	Quer um?	Ninguém duvidou disso.
One-way	one	Want one?	No one doubted that.	Quer um?	Ninguém duvidou disso.
Onion	onion	Add the onion.	I sliced the onions.	Adicione a cebola.	Cortei em fatias as cebolas.
Only	only	Adults only.	Was it only a dream?	Só para adultos.	Foi só um sonho?
Only	only	Adults only.	Was it only a dream?	Só para adultos.	Foi só um sonho?
Open	open	Open!	May I open this box?	Abra!	Posso abrir esta caixa?
Open	open	Open!	May I open this box?	Abra!	Posso abrir esta caixa?
Operation	operation				
Ophthalmologist	ophthalmologist				
Opinion	opinion	I have an opinion.	I share his opinion.	Eu tenho uma opinião.	Compartilho sua opinião.
Opponent	opponent				
Opponent	opponent				
Opportunist	opportunist				
Opposition	opposition				
Optics	optic				
Optimism	optimism				
Optimistic	optimistic	I'm optimistic.	You seem optimistic.	Sou otimista.	Vocês parecem estar otimistas.
Orange	Orange	I ate an orange.	I have orange shoes.	Eu comi uma laranja.	Tenho sapatos laranja.
Orange	Orange	I ate an orange.	I have orange shoes.	Eu comi uma laranja.	Tenho sapatos laranja.
Orbit	orbit				
Order	order	Order!	Carry out my orders!	Ordem!	Execute as minhas ordens!
Order	order	Order!	Carry out my orders!	Ordem!	Execute as minhas ordens!
Order	order	Order!	Carry out my orders!	Ordem!	Execute as minhas ordens!
Ordinary	ordinary				
Organ	organ	I play the organ.	I play the organ.	Eu toco órgão.	Toco órgão.
Organism	organism				
Organization	organization				
Organizer	organizer				
Oriental	oriental				
Original	original	That's not original.	That isn't original.	Isso não é original.	Isso não é original.
Originality	originality				
Ornithologist	ornithologist				
Ornithology	ornithology				
Orphanage	orphanage				
Ostrich	ostrich				
Otherwise	otherwise				
Otherwise	otherwise				
Otter	otter				
Out	out	Get out.	I ran out of cheese.	Saia.	Eu fiquei sem queijo.
Outbuilding	outbuilde				
Outrageous	outrageous				
Outside	outside	Wait outside.	Wait for us outside.	Espere lá fora.	Espere-nos lá fora.
Oval	oval				
Over	over	It's over.	Tom knows it's over.	Acabou.	Tom sabe que acabou.
Over	over	It's over.	Tom knows it's over.	Acabou.	Tom sabe que acabou.
Overdose	overdose				
Overestimate	overestimate				
Overfishing	overfishing				
Overtake	Overtake				
Overtime	overtime	Tom worked overtime.	Tom worked overtime.	Tom fez hora extra.	Tom fez hora extra.
Ovum	Ovum				
Owl	owl	Owls are wise.	I'm not a night owl.	As corujas são sábias.	Eu não sou noctívago.
Owl	owl	Owls are wise.	I'm not a night owl.	As corujas são sábias.	Eu não sou noctívago.
Own	own	Get your own.	I make my own rules.	Pegue o seu próprio.	Eu faço minhas próprias regras.
Owner	owner	I know the owner.	I'm the new owner.	Conheço o proprietário.	Sou o novo proprietário.
Oyster	oyster				
Pacific	pacific				
Pack	pack	I'm packing.	The fair was packed.	Estou fazendo as malas.	Estava um grande frenesim na festa da aldeia.
Package	package	Open up the package.	Open up the package.	Abra o pacote.	Abra o pacote.
Package	package	Open up the package.	Open up the package.	Abra o pacote.	Abra o pacote.
Packing	packing	Tom's packing.	Tom's packing.	Tom está fazendo as malas.	Tom está fazendo as malas.
Padlock	padlock				
Padlock	padlock				
Page	page	Turn the page.	Please read page 30.	Vire a página.	Por favor, leiam a página 30.
Pain	pain	What a pain!	I was in great pain.	Que dor!	Eu estava com fortes dores.
Pain	pain	What a pain!	I was in great pain.	Que dor!	Eu estava com fortes dores.
Painkiller	painkiller	I need a painkiller.	I need a painkiller.	Preciso de um analgésico.	Preciso de um analgésico.
Paint	paint	Fresh paint.	The painters paint.	Tinta fresca.	Os pintores pintam.
Painter	painter	I'm a painter.	The painters paint.	Sou pintor.	Os pintores pintam.
Painting	painting	Hang the painting.	This is my painting.	Pendure o quadro.	Este é o meu quadro.
Painting	painting	Hang the painting.	This is my painting.	Pendure o quadro.	Este é o meu quadro.
Pair	pair				
Pakistan	Pakistan				
Palace	palace				
Palestine	palestine				
Palm	palm				
Pancreas	pancrea				
Panther	Panther				
Panties	pantie				
Pants	pant	He was panting.	He washes the pants.	Ele estava arquejando.	Ele lava as calças.
Paper	paper	I want paper.	I tore up the paper.	Eu quero papel.	Eu rasguei o papel.
Parachute	parachute				
Parachuting	parachuting				
Parachuting	parachuting				
Parachutist	parachutist				
Paragraph	paragraph				
Parakeet	parakeet				
Paralysis	paralysis				
Parameter	parameter				
Paranoid	paranoid				
Parasite	parasite				
Parasol	parasol				
Parenthesis	parenthesis				
Parents	parent	We're parents.	His parents hate me.	Nós somos pais.	Os seus pais têm ódio de mim.
Park	park	Sami parked.	Park next to my car.	Sami estacionou.	Estacionem ao lado do meu carro.
Parliament	parliament				
Parrot	parrot	The parrot is dead.	The parrot is dead.	O papagaio está morto.	O papagaio morreu.
Parsley	parsley				
Part	part	I did my part.	You're part of this.	Eu fiz a minha parte.	Você é parte disso.
Part	part	I did my part.	You're part of this.	Eu fiz a minha parte.	Você é parte disso.
Part	part	I did my part.	You're part of this.	Eu fiz a minha parte.	Você é parte disso.
Participants	participant				
Particle	particle				
Partisan	partisan				
Partition	partition				
Partner	partner	We're partners.	She's my partner.	Somos parceiros.	Ela é minha sócia.
Partner	partner	We're partners.	She's my partner.	Somos parceiros.	Ela é minha sócia.
Partnership	partnership				
Partridge	partridge				
Party	party	Let's party!	Tom liked the party.	Vamos festejar!	Tom gostou da festa.
Party	party	Let's party!	Tom liked the party.	Vamos festejar!	Tom gostou da festa.
Passable	passable				
Passengers	passenger				
Passport	passport	Passport, please.	Is this my passport?	Passaporte, por favor.	Este passaporte é meu?
Past	past	I'm your past.	It's five past six.	Eu sou seu passado.	São seis e cinco.
Paste	paste				
Pastry	pastry				
Pastry	pastry				
Pastrycook	pastrycook				
Pasture	pasture				
Patent	patent				
Patented	patent				
Paternal	paternal				
Path	path	Follow your path.	Follow your path.	Siga seu caminho.	Siga seu caminho.
Patience	patience	Have patience.	Don't lose patience.	Tenha paciência.	Não percas a paciência.
Patient	patient	Be patient.	He was very patient.	Tenha paciência.	Ele foi muito paciente.
Patiently	patiently				
Patrimony	patrimony				
Patriot	patriot				
Patrol	patrol				
Paving	pave				
Paw	paw				
Pawn	pawn	We're all pawns.	She pawned her gold.	Somos todos peões.	Ela empenhou o ouro dela.
Pawn	pawn	We're all pawns.	She pawned her gold.	Somos todos peões.	Ela empenhou o ouro dela.
Pay	pay	I paid.	Sami paid six bucks.	Eu paguei.	Sami pagou seis dólares.
Pay	pay	I paid.	Sami paid six bucks.	Eu paguei.	Sami pagou seis dólares.
Peace	peace	Find peace.	Give peace a chance!	Encontre paz.	Deem uma chance à paz!
Peaceful	peaceful				
Peaceful	peaceful				
Peaceful	peaceful				
Peanut	peanut	I can't eat peanuts.	I can't eat peanuts.	Eu não posso comer amendoim.	Eu não posso comer amendoim.
Pear	pear	I eat pears.	This is a pear tree.	Eu como peras.	Isto é uma pereira.
Pearl	pearl				
Peas	pea	Do you like peas?	Do you like peas?	Você gosta de ervilhas?	Você gosta de ervilhas?
Pedals	pedal				
Pedicure	pedicure				
Pee	pee	I have to pee.	Mary wanted to pee.	Tenho que mijar.	Maria queria mijar.
Peel	peel	He peels his apple.	Tom peeled an apple.	Ele descasca a sua maçã.	Tom descascou uma maçã.
Peeling	peel	He peels his apple.	Tom peeled an apple.	Ele descasca a sua maçã.	Tom descascou uma maçã.
Peg	peg				
Pelican	pelican				
Pelvis	Pelvis				
Pen	Pen	I have a pen.	I've dropped my pen.	Tenho uma caneta.	Eu deixei cair minha caneta.
Pencil	pencil	It's a pencil.	I bought 24 pencils.	É um lápis.	Comprei duas dúzias de lápis.
Penguin	penguin	Is that a penguin?	Is that a penguin?	Aquilo é um pinguim?	Isso é um pinguim?
Penguin	penguin	Is that a penguin?	Is that a penguin?	Aquilo é um pinguim?	Isso é um pinguim?
Peninsula	peninsula				
Penis	penis	Tom has a big penis.	Tom has a big penis.	Tom tem um pênis grande.	Tom tem um pênis grande.
Penny-wise	penny				
Pentagon	Pentagon				
People	People	We're people.	Why do people cheat?	Somos seres humanos.	Por que as pessoas traem?
People	People	We're people.	Why do people cheat?	Somos seres humanos.	Por que as pessoas traem?
Pepper	pepper	Pepper is a spice.	Do you like pepper?	A pimenta é uma especiaria.	Vocês gostam de pimenta?
Peppers	pepper	Pepper is a spice.	Do you like pepper?	A pimenta é uma especiaria.	Vocês gostam de pimenta?
Perceptive	perceptive	How perceptive!	How perceptive!	Que percepção!	Que percepção!
Perch	perch				
Percussion	percussion				
Percussionist	percussionist				
Perfectionist	perfectionist				
Perfectly	perfectly	It works perfectly.	I'm perfectly happy.	Funciona perfeitamente.	Sou perfeitamente feliz.
Perfume	perfume	I like this perfume.	I like this perfume.	Gosto deste perfume.	Gosto deste perfume.
Periodic	periodic				
Periodically	periodically				
Peritonitis	peritonitis				
Permafrost	Permafrost				
Permanent	permanent				
Permission	permission	We need permission.	We need permission.	Precisamos de permissão.	Precisamos de permissão.
Pernickety	pernickety				
Perpendicular	perpendicular				
Persecution	persecution				
Persecution	persecution				
Persevering	persevere	I'm persevering.	You must persevere.	Estou perseverando.	Você deve perseverar.
Persistent	persistent	You're persistent.	You're persistent.	Você é persistente.	Tu és persistente.
Personal	personal	That's personal.	It's very personal.	Isso é pessoal.	É muito pessoal.
Personality	personality				
Personalized	personalize				
Perspiration	perspiration				
Peru	Peru				
Pessimistic	pessimistic	I'm not pessimistic.	I'm not pessimistic.	Não sou pessimista.	Eu não estou pessimista.
Pesticide	pesticide				
Petal	petal				
Petition	petition				
Ph.D.	ph.d.				
Pharaoh	Pharaoh				
Phenomenon	Phenomenon				
Philosopher	philosopher				
Phone	phone	I phoned.	Whose phone is that?	Eu telefonei.	De quem é esse telefone?
Photocopy	photocopy				
Photographer	photographer	I'm a photographer.	I'm a photographer.	Eu sou um fotógrafo.	Sou um fotógrafo.
Photography	photography				
Photon	photon				
Physical	physical				
Physicist	Physicist	He is a physicist.	He is a physicist.	Ele é físico.	Ele é físico.
Physiology	physiology				
Physiotherapist	physiotherapist				
Pianist	pianist	Tom is a pianist.	He became a pianist.	Tom é pianista.	Ele virou um pianista.
Piano	piano	I play piano.	They play the piano.	Eu toco piano.	Elas tocam piano.
Pick	pick	Pick it up.	Why did you pick me?	Apanhe-o.	Por que vocês me escolheram?
Pickpocket	pickpocket				
Pickup	pickup				
Pie	pie	I like pie.	Have a piece of pie.	Eu gosto de torta.	Come um pedaço de torta.
Pig	pig	Tom is a pig.	Tom called me a pig.	Tom é um porco!	Tom me chamou de porco.
Pigeon	pigeon				
Piglet	piglet				
Pigment	pigment				
Pile	pile				
Pileup	Pileup				
Pilgrim	pilgrim	Tom is a pilgrim.	Tom is a pilgrim.	O Tom é um peregrino.	O Tom é um peregrino.
Pilgrimage	pilgrimage				
