English Word	Portuguese Translation	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
marsh	pântano	It's a marsh.	The invasive reed Phragmites has been steadily overtaking a marsh scientists are studying	É um pântano.	O caniço-da-água invasivo tem estado a apoderar-se gradualmente de um pântano que os cientistas andam a estudar
marshy	pantanoso				
marsupial	marsupial				
marxist	marxista				
Mascara	Rímel				
masculine	masculino	A boy is a male child.	Human love is a metaphor for the perfect and eternal union of the masculine and feminine aspects of the Godhead	Um menino é uma criança do sexo masculino.	O amor humano é uma metáfora da perfeita e eterna união dos aspectos masculino e feminino da Divindade
mask	mascarar				
mason	pedreiro	The worker is carrying sand with a shovel.	The hair on the instep of the foot of the stepfather of Father Pedro's mason is black	O pedreiro está carregando areia com uma pá.	O pelo do peito do pé do padrasto do pedreiro do padre Pedro é preto
mass	massa	I fried the dough.	Of two balls of the same size (one made of iron, the other of wood) falling from the top of a tower, the iron one, because it has a greater gravitational charge (being heavier), is attracted with greater force, but, on the other hand, precisely because it has more mass (inertia), it offers greater resistance to falling	Eu fritei a massa.	De duas bolas do mesmo tamanho (uma de ferro, outra de madeira) caindo do alto de uma torre, a de ferro, por ter ter maior carga gravitacional (por ser mais pesada), é atraída com mais força, mas, em compensação, exatamente por ter mais massa (inércia), oferece maior resistência à queda
massacre	massacre	Don't massacre your animals.	The Canadian flag flew at half-mast on Parliament Hill's Peace Tower to commemorate the Nova Scotia mass killing victims.	Não massacre os seus animais.	A bandeira canadiana voava a meia haste sobre a Torre da Paz na Colina do Parlamento para homenagear as vítimas do massacre da Nova Escócia
massage	massagem	I need a massage.	I want a massage	Preciso de uma massagem.	Eu quero uma massagem
masseur	massagista	I am a masseur.	I am a masseur	Sou um massagista.	Sou um massagista
Mast	Mastro				
Mast	Mastro				
master	mestre	Observe the master.	 He became a grandmaster at the age of 13 years, 4 months, and 27 days	Observe o mestre.	 Ele se tornou grande mestre com 13 anos, 4 meses e 27 dias
Masterpiece	Obra-prima				
match	Combine				
mathematician	matemático	Tom is a mathematician.	"The academy said Wiles was chosen ""for his stunning proof of (French mathematician Pierre de) Fermat's Last Theorem by way of the modularity conjecture for semi-stable elliptic curves, opening a new era in number theory"	Tom é matemático.	"A academia disse que o Wiles foi escolhido ""pela sua impressionante prova do Último Teorema de (o matemático francês Pierre de) Fermat através da conjetura da modularidade para curvas elípticas semiestáveis, abrindo uma nova era na teoria dos números"""
mathematic	matemática	I like math.	Why does math seem to come easily to some folks and baffle others? Studies at Cornell University have shown that some people would rather write a long essay, for instance, than be put on the spot to come up with the correct answer to a math problem. They'd even prefer to make a speech than to go to the blackboard and add and subtract numbers in front of others. Children who've done it and come up with wrong answers often enough can develop a lifetime phobia for math.	Eu gosto de matemática.	Porque é que a matemática parece ser fácil para algumas pessoas, mas parece desconcertar outras? Estudos na Universidade de Cornell mostraram que algumas pessoas preferem escrever uma composição longa, por exemplo, em vez de serem pressionadas a encontrar a resposta correta para um problema de matemática
Mattress	Colchão				
mature	maduro	Tom is mature.	In the summer, when the wind blows, ripe wheat moves like golden waves.	Tom é maduro.	No verão, quando o vento sopra, o trigo maduro se move como ondas douradas
mauve	lilás	The color of lilac is named after the lilac flower.	The color of lilac is named after the lilac flower.	A cor lilás foi nomeada a partir da flor de lilás.	A cor lilás foi nomeada a partir da flor de lilás
maximum	máximo	You did your best.	Why, of course, the people don't want war. Why would some poor slob on a farm want to risk his life in a war when the best that he can get out of it is to come back to his farm in one piece? Naturally, the common people don't want war; neither in Russia nor in England nor in America, nor for that matter in Germany. That is understood. But, after all, it is the leaders of the country who determine the policy and it is always a simple matter to drag the people along, whether it is a democracy or a fascist dictatorship or a Parliament or a Communist dictatorship. [...] Voice or no voice, the people can always be brought to the bidding of the leaders. That is easy. All you have to do is tell them they are being attacked and denounce the pacifists for lack of patriotism and exposing the country to danger. It works the same way in any country.	Você fez o máximo possível.	 Por que um pobre coitado, trabalhando em uma fazenda, haveria de querer arriscar sua vida numa guerra, quando o máximo que ele pode conseguir dela é voltar para casa inteiro? Naturalmente, as pessoas comuns não querem guerra; nem na Rússia, nem na Inglaterra, nem na América, nem mesmo, aliás, na Alemanha
May	Poderia	Could it work?	We're all going to share it. Could you bring us some extra plates?	Poderia funcionar?	 Poderia nos trazer mais alguns pratos extras
maybe	pode ser				
mayor	prefeito	He knows the mayor.	"Bill de Blasio, New York's mayor, stated that there will be a ""larger than ever"" police presence in New York next week"	Ele conhece o prefeito.	"Bill de Blasio, prefeito de Nova Iorque, afirmou que vai haver uma presença de policiais ""maior do que nunca"" em Nova Iorque na próxima semana"
meadow	Prado				
measure	a medida				
measure	a medida				
meat	eu no				
mechanic	mecânico	He's a mechanic.	In the middle of a heated political campaign in Beirut, a small dispute about a drainpipe between Tony, a Christian Lebanese car mechanic and Yasser, a Palestinian construction foreman, takes on monstrous proportions	Ele é um mecânico.	No meio de uma acesa campanha política em Beirute, uma pequena disputa sobre uma conduta de drenagem entre Tony, um mecânico automóvel libanês cristão, e Yasser, um capataz de construção palestiniano, assume proporções monstruosas
mechanic	mecânico	He's a mechanic.	In the middle of a heated political campaign in Beirut, a small dispute about a drainpipe between Tony, a Christian Lebanese car mechanic and Yasser, a Palestinian construction foreman, takes on monstrous proportions	Ele é um mecânico.	No meio de uma acesa campanha política em Beirute, uma pequena disputa sobre uma conduta de drenagem entre Tony, um mecânico automóvel libanês cristão, e Yasser, um capataz de construção palestiniano, assume proporções monstruosas
mechanically	mecanicamente				
mechanically	mecanicamente				
